Player,AVHL ID,22-23 G,22-23 A,22-23 P,23-24 G,23-24 A,23-24 P,24-25 G,24-25 A,24-25 P,25-26 G,25-26 A,25-26 P,Total G,Total A,Total PTS
Robert Bortuzzo,1660,0,0,0,5,5,10,8,10,18,9,23,32,22,38,60
Jon Merrill,1661,1,15,16,5,10,15,2,17,19,8,22,30,16,64,80
Matt Nieto,1662,0,0,0,14,24,38,10,18,28,5,19,24,29,61,90
Craig Smith,1663,0,0,0,21,29,50,14,7,21,7,21,28,42,57,99
T.J. Brodie,1664,4,17,21,7,26,33,6,11,17,8,19,27,25,73,98
Ryan Suter,1665,2,18,20,11,37,48,5,14,19,3,13,16,21,82,103
Jack Johnson,1666,0,0,0,7,20,27,5,11,16,4,16,20,16,47,63
Marc-Edouard Vlasic,1667,0,0,0,5,6,11,5,8,13,1,8,9,11,22,33
Trevor Lewis,1668,0,0,0,14,18,32,10,9,19,10,12,22,34,39,73
Matt Dumba,1669,4,17,21,7,29,36,8,15,23,2,8,10,21,69,90
Brock McGinn,1670,0,0,0,15,23,38,7,14,21,8,23,31,30,60,90
Andreas Athanasiou,1671,25,17,42,20,28,48,7,12,19,5,14,19,57,71,128
Grigori Denisenko,1672,0,0,0,9,17,26,0,0,0,0,0,0,9,17,26
Christian Jaros,1673,0,0,0,3,7,10,0,0,0,0,0,0,3,7,10
Travis Dermott,1674,2,9,11,2,15,17,5,13,18,2,9,11,11,46,57
Anders Bjork,1677,0,0,0,11,10,21,0,0,0,0,0,0,11,10,21
Brett Ritchie,1680,0,0,0,10,12,22,0,0,0,0,12,12,10,24,34
Carsen Twarynski,1682,0,0,0,7,2,9,0,0,0,0,0,0,7,2,9
Tyler Motte,1684,0,0,0,17,26,43,14,10,24,5,6,11,36,42,78
Milan Lucic,1685,0,0,0,13,17,30,0,0,0,0,0,0,13,17,30
Serron Noel,1690,1,3,4,9,8,17,0,0,0,0,0,0,10,11,21
Max Pacioretty,1910,32,22,54,39,42,81,35,33,68,11,24,35,117,121,238
Blake Wheeler,1911,24,25,49,37,40,77,22,31,53,9,12,21,92,108,200
Johnny Gaudreau,1912,25,23,48,22,56,78,30,34,64,0,0,0,77,113,190
Joe Pavelski,1913,13,28,41,27,52,79,25,38,63,0,0,0,65,118,183
Cam Atkinson,1914,11,16,27,19,45,64,22,32,54,10,21,31,62,114,176
Phil Kessel,1915,21,33,54,28,36,64,20,24,44,0,0,0,69,93,162
Ryan Johansen,1916,15,29,44,23,35,58,11,20,31,10,12,22,59,96,155
Evgeny Kuznetsov,1917,15,14,29,17,39,56,23,40,63,0,0,0,55,93,148
T.J. Oshie,1918,25,13,38,19,41,60,12,21,33,2,11,13,58,86,144
Mike Hoffman,1919,11,15,26,21,18,39,12,23,35,11,27,38,55,83,138
Tyler Johnson,1920,10,15,25,10,25,35,17,36,53,10,15,25,47,91,138
Kevin Labanc,1921,10,15,25,19,32,51,15,14,29,9,21,30,53,82,135
Patrice Bergeron,1922,28,31,59,36,36,72,0,0,0,0,0,0,64,67,131
Jesper Fast,1923,0,0,0,25,25,50,17,23,40,18,22,40,60,70,130
Daniel Sprong,1924,18,13,31,12,14,26,23,28,51,4,14,18,57,69,126
Tyson Barrie,1925,6,27,33,4,51,55,3,22,25,3,10,13,16,110,126
Nick Bonino,1926,0,0,0,19,37,56,18,23,41,7,8,15,44,68,112
Jakub Voracek,1927,13,10,23,27,59,86,0,0,0,0,0,0,40,69,109
Denis Gurianov,1928,20,10,30,23,31,54,8,16,24,0,0,0,51,57,108
Patrick Maroon,1929,0,0,0,17,23,40,32,22,54,2,11,13,51,56,107
Alec Martinez,1930,1,18,19,9,25,34,8,23,31,4,17,21,22,83,105
Erik Johnson,1931,5,18,23,2,30,32,7,16,23,3,23,26,17,87,104
Kevin Shattenkirk,1932,7,26,33,14,23,37,10,21,31,0,0,0,31,70,101
Alexander Barabonov,1933,0,0,0,18,27,45,22,33,55,0,0,0,40,60,100
Josh Bailey,1934,21,17,38,12,30,42,2,16,18,0,0,0,35,63,98
Mark Giordano,1935,3,19,22,9,27,36,11,13,24,4,5,9,27,64,91
Christian Fischer,1936,4,4,8,13,9,22,15,24,39,14,7,21,46,44,90
Sam Gagner,1937,0,0,0,15,25,40,12,23,35,0,13,13,27,61,88
Ty Smith,1938,2,18,20,14,25,39,15,13,28,0,0,0,31,56,87
Jeff Carter,1939,0,0,0,19,31,50,17,18,35,0,0,0,36,49,85
Justin Schultz,1940,2,13,15,6,20,26,12,33,45,0,0,0,20,66,86
Klim Kostin,1941,4,0,4,17,14,31,15,13,28,9,14,23,45,41,86
Nick Ritchie,1942,6,10,16,15,21,36,16,14,30,0,0,0,37,45,82
Eric Staal,1943,0,0,0,21,29,50,15,16,31,0,0,0,36,45,81
Patric Hornqvist,1944,11,18,29,26,25,51,0,0,0,0,0,0,37,43,80
Joonas Donskoi,1945,10,18,28,23,28,51,0,0,0,0,0,0,33,46,79
Kyle Okposo,1946,0,0,0,21,28,49,18,8,26,0,0,0,39,36,75
Derek Ryan,1947,0,0,0,18,26,44,12,15,27,0,0,0,30,41,71
Adam Ruzicka,1948,1,8,9,12,14,26,13,22,35,0,0,0,26,44,70
Alex Goligoski,1949,0,0,0,15,25,40,6,20,26,0,0,0,21,45,66
Marco Scandella,1950,0,0,0,5,18,23,6,16,22,7,14,21,18,48,66
Nic Petan,1951,0,0,0,10,23,33,16,17,33,0,0,0,26,40,66
Zach Parise,1952,0,0,0,18,16,34,10,19,29,0,0,0,28,35,63
David Savard,1953,3,6,9,6,21,27,1,16,17,3,3,6,13,46,59
Andrew Cogliano,1954,0,0,0,9,15,24,17,17,34,0,0,0,26,32,58
Derek Stepan,1955,0,0,0,30,28,58,0,0,0,0,0,0,30,28,58
Michael McLeod,1956,3,1,4,19,19,38,8,6,14,0,0,0,30,26,56
Nolan Patrick,1957,5,7,12,21,22,43,0,0,0,0,0,0,26,29,55
Victor Mete,1958,1,15,16,4,21,25,3,11,14,0,0,0,8,47,55
Maxime Comtois,1959,14,9,23,12,19,31,0,0,0,0,0,0,26,28,54
Chris Wideman,1960,0,0,0,6,26,32,8,12,20,0,0,0,14,38,52
David Krejci,1961,0,0,0,19,33,52,0,0,0,0,0,0,19,33,52
Jacob Peterson,1962,0,0,0,9,20,29,9,13,22,0,0,0,18,33,51
Alexander Radulov,1963,23,27,50,0,0,0,0,0,0,0,0,0,23,27,50
Jake Muzzin,1964,1,19,20,9,21,30,0,0,0,0,0,0,10,40,50
Cal Clutterbuck,1965,0,0,0,13,5,18,12,7,19,1,9,10,26,21,47
Alex Galchenyuk,1966,7,7,14,14,18,32,0,0,0,0,0,0,21,25,46
Nikita Zaitsev,1967,0,0,0,9,21,30,4,12,16,0,0,0,13,33,46
Evgeny Svechnikov,1968,2,7,9,12,24,36,0,0,0,0,0,0,14,31,45
Mikhail Maltsev,1969,5,4,9,17,19,36,0,0,0,0,0,0,22,23,45
Paul Stastny,1970,0,0,0,8,37,45,0,0,0,0,0,0,8,37,45
Tyler Bozak,1971,0,0,0,19,25,44,0,0,0,0,0,0,19,25,44
Vitali Kravtsov,1972,0,2,2,23,14,37,0,0,0,0,0,0,23,16,39
Jacob Perreault,1973,0,0,0,22,16,38,0,0,0,0,0,0,22,16,38
Jay Beagle,1974,0,0,0,16,22,38,0,0,0,0,0,0,16,22,38
Jake Gardiner,1975,1,10,11,4,22,26,0,0,0,0,0,0,5,32,37
Joe Thornton,1976,0,0,0,6,31,37,0,0,0,0,0,0,6,31,37
Dominik Simon,1977,9,8,17,7,12,19,0,0,0,0,0,0,16,20,36
Ryan Murray,1978,3,12,15,3,18,21,0,0,0,0,0,0,6,30,36
Tyler Benson,1979,12,6,18,10,8,18,0,0,0,0,0,0,22,14,36
Brendan Guhle,1980,0,3,3,11,21,32,0,0,0,0,0,0,11,24,35
Danny DeKeyser,1981,0,0,0,3,19,22,1,12,13,0,0,0,4,31,35
Paul Byron,1982,0,0,0,7,27,34,0,0,0,0,0,0,7,27,34
Rocco Grimaldi,1983,0,0,0,18,16,34,0,0,0,0,0,0,18,16,34
Tomas Jurco,1984,0,0,0,15,19,34,0,0,0,0,0,0,15,19,34
Connor Bunnaman,1985,2,6,8,9,4,13,0,0,0,5,7,12,16,17,33
Michael Dal Colle,1986,7,11,18,6,9,15,0,0,0,0,0,0,13,20,33
Austin Wagner,1987,4,6,10,10,12,22,0,0,0,0,0,0,14,18,32
Frederik Gauthier,1988,3,5,8,10,14,24,0,0,0,0,0,0,13,19,32
Nicholas Caamano,1989,12,7,19,5,8,13,0,0,0,0,0,0,17,15,32
Marc Staal,1990,0,0,0,2,15,17,4,10,14,0,0,0,6,25,31
Chad Ruhwedel,1991,0,0,0,4,14,18,3,9,12,0,0,0,7,23,30
Nikolai Kovalenko,1992,0,0,0,0,0,0,0,0,0,9,21,30,9,21,30
Wyatt Kalynuk,1993,1,11,12,6,12,18,0,0,0,0,0,0,7,23,30
Dominik Bokk,1994,4,3,7,12,10,22,0,0,0,0,0,0,16,13,29
Isaac Ratcliffee,1995,0,0,0,11,18,29,0,0,0,0,0,0,11,18,29
Josh Ho-Sang,1996,11,18,29,0,0,0,0,0,0,0,0,0,11,18,29
Nick Merkley,1997,14,15,29,0,0,0,0,0,0,0,0,0,14,15,29
Tucker Poolman,1998,0,0,0,3,10,13,6,10,16,0,0,0,9,20,29
Xavier Ouellet,1999,1,14,15,9,5,14,0,0,0,0,0,0,10,19,29
Brandon Sutter,2000,0,0,0,14,14,28,0,0,0,0,0,0,14,14,28
Ryan Dzingel,2001,2,3,5,5,18,23,0,0,0,0,0,0,7,21,28
Egor Sokolov,2002,0,0,0,0,0,0,14,13,27,0,0,0,14,13,27
Jordie Benn,2003,1,7,8,8,11,19,0,0,0,0,0,0,9,18,27
Vladimir Tkachev,2004,11,16,27,0,0,0,0,0,0,0,0,0,11,16,27
Brian Boyle,2005,0,0,0,14,12,26,0,0,0,0,0,0,14,12,26
Loui Eriksson,2006,0,0,0,11,15,26,0,0,0,0,0,0,11,15,26
Oscar Klefbom,2007,7,19,26,0,0,0,0,0,0,0,0,0,7,19,26
Riley Sheahan,2008,0,0,0,11,15,26,0,0,0,0,0,0,11,15,26
Tyce Thompson,2009,0,0,0,10,16,26,0,0,0,0,0,0,10,16,26
Alex Chiasson,2010,0,0,0,12,13,25,0,0,0,0,0,0,12,13,25
Carl Hagelin,2011,0,0,0,12,13,25,0,0,0,0,0,0,12,13,25
Darren Helm,2012,0,0,0,10,14,24,0,0,0,0,0,0,10,14,24
Josh Archibald,2013,0,0,0,11,13,24,0,0,0,0,0,0,11,13,24
Michael Stone,2014,0,0,0,9,15,24,0,0,0,0,0,0,9,15,24
Anton Stralman,2015,0,0,0,4,19,23,0,0,0,0,0,0,4,19,23
Kyle Clifford,2016,0,0,0,10,13,23,0,0,0,0,0,0,10,13,23
Matt Martin,2017,0,0,0,7,4,11,3,9,12,0,0,0,10,13,23
Zack Kassian,2018,0,0,0,10,13,23,0,0,0,0,0,0,10,13,23
Alexander Edler,2019,0,0,0,8,14,22,0,0,0,0,0,0,8,14,22
Antoine Roussel,2020,0,0,0,8,14,22,0,0,0,0,0,0,8,14,22
Keith Yandle,2021,0,22,22,0,0,0,0,0,0,0,0,0,0,22,22
Josh Leivo,2022,0,0,0,9,11,20,0,0,0,0,0,0,9,11,20
Mikhail Abramov,2023,0,0,0,9,11,20,0,0,0,0,0,0,9,11,20
Brett Connolly,2024,1,0,1,9,9,18,0,0,0,0,0,0,10,9,19
Nate Thompson,2025,0,0,0,11,8,19,0,0,0,0,0,0,11,8,19
Shane Bowers,2026,1,2,3,8,8,16,0,0,0,0,0,0,9,10,19
Jared McIsaac,2027,0,6,6,5,7,12,0,0,0,0,0,0,5,13,18
Joachim Blichfeld,2028,0,0,0,14,4,18,0,0,0,0,0,0,14,4,18
Kris Russell,2029,0,0,0,5,13,18,0,0,0,0,0,0,5,13,18
Nick Holden,2030,0,0,0,5,13,18,0,0,0,0,0,0,5,13,18
Zac Dalpe,2031,0,0,0,0,0,0,10,8,18,0,0,0,10,8,18
Brad Richardson,2032,0,0,0,10,7,17,0,0,0,0,0,0,10,7,17
Dmitri Samorukov,2033,0,0,0,1,16,17,0,0,0,0,0,0,1,16,17
Nathan Beaulieu,2034,0,0,0,3,14,17,0,0,0,0,0,0,3,14,17
Noel Gunler,2035,0,0,0,13,4,17,0,0,0,0,0,0,13,4,17
Matthew Strome,2036,4,3,7,8,1,9,0,0,0,0,0,0,12,4,16
Jack Dugan,2037,0,0,0,6,9,15,0,0,0,0,0,0,6,9,15
Nicolas Beaudin,2038,2,13,15,0,0,0,0,0,0,0,0,0,2,13,15
Ryder Korczak,2039,0,0,0,6,9,15,0,0,0,0,0,0,6,9,15
Gianni Fairbrother,2040,0,0,0,7,7,14,0,0,0,0,0,0,7,7,14
Mark Borowiecki,2041,0,0,0,3,11,14,0,0,0,0,0,0,3,11,14
Samuel Houde,2042,0,0,0,7,5,12,0,0,0,0,0,0,7,5,12
Adam Clendening,2043,0,0,0,3,8,11,0,0,0,0,0,0,3,8,11
Henri Nikkanen,2044,0,0,0,8,3,11,0,0,0,0,0,0,8,3,11
Maxim Cajkovic,2045,0,0,0,5,6,11,0,0,0,0,0,0,5,6,11
Michal Teply,2046,0,0,0,3,8,11,0,0,0,0,0,0,3,8,11
Ryan Lasch,2047,0,0,0,0,0,0,0,0,0,3,8,11,3,8,11
Daniel Torgersson,2048,1,2,3,2,4,6,0,0,0,0,0,0,3,6,9
Daniil Chayka,2049,1,8,9,0,0,0,0,0,0,0,0,0,1,8,9
Mason Primeau,2050,0,0,0,6,3,9,0,0,0,0,0,0,6,3,9
Sasha Chmelevski,2051,6,3,9,0,0,0,0,0,0,0,0,0,6,3,9
Daniil Sobolev,2052,0,0,0,6,2,8,0,0,0,0,0,0,6,2,8
Dillon Hamaliuk,2053,0,0,0,7,1,8,0,0,0,0,0,0,7,1,8
Marcus Kallionkieli,2054,0,0,0,6,2,8,0,0,0,0,0,0,6,2,8
P.K. Subban,2055,1,7,8,0,0,0,0,0,0,0,0,0,1,7,8
Cooper Marody,2056,1,6,7,0,0,0,0,0,0,0,0,0,1,6,7
Dmitri Semykin,2057,0,0,0,2,5,7,0,0,0,0,0,0,2,5,7
Ryan O'Rourke,2058,0,7,7,0,0,0,0,0,0,0,0,0,0,7,7
William Trudeau,2059,0,0,0,6,1,7,0,0,0,0,0,0,6,1,7
Bode Wilde,2060,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5
Max Gildon,2061,1,4,5,0,0,0,0,0,0,0,0,0,1,4,5
Maxim Letunov,2062,2,3,5,0,0,0,0,0,0,0,0,0,2,3,5
